"X","order_id","count_reorders","count_products"
"1361",949581,3,7
"1362",949928,4,8
"1363",950032,17,30
"1364",950403,2,6
"1365",951022,2,2
"1366",951562,2,6
"1367",952087,1,1
"1368",952270,3,7
"1369",952556,12,26
"1370",952673,33,34
"1371",953475,0,1
"1372",954471,6,12
"1373",955863,1,3
"1374",956190,3,16
"1375",956208,10,10
"1376",956490,0,5
"1377",956915,3,5
"1378",959242,12,28
"1379",959883,1,5
"1380",960040,4,5
"1381",960693,20,24
"1382",960694,6,21
"1383",961061,4,6
"1384",962202,4,4
"1385",962255,4,12
"1386",962896,4,9
"1387",966298,10,17
"1388",966364,5,5
"1389",967195,10,12
"1390",967285,4,4
"1391",971279,12,17
"1392",973835,1,9
"1393",974268,15,16
"1394",974496,12,12
"1395",974654,18,18
"1396",976238,5,10
"1397",976299,19,23
"1398",976799,7,22
"1399",977806,2,2
"1400",978282,0,3
"1401",978687,0,12
"1402",978944,5,5
"1403",978957,5,11
"1404",979832,9,19
"1405",980897,1,6
"1406",983325,6,8
"1407",983604,2,3
"1408",986506,6,12
"1409",987633,4,5
"1410",988154,2,4
"1411",989471,6,7
"1412",989996,3,6
"1413",990315,2,11
"1414",991192,0,1
"1415",991353,4,14
"1416",991621,9,13
"1417",991987,19,25
"1418",992535,3,4
"1419",993325,8,10
"1420",993964,12,18
"1421",994471,4,7
"1422",995328,10,11
"1423",995798,4,4
"1424",996432,3,3
"1425",996808,7,13
"1426",998341,0,2
"1427",998784,4,4
"1428",999482,0,4
"1429",1001187,3,8
"1430",1001539,1,2
"1431",1001875,0,8
"1432",1001968,4,4
"1433",1002376,2,11
"1434",1002561,6,12
"1435",1003432,5,29
"1436",1003694,13,31
"1437",1004136,7,12
"1438",1004417,3,7
"1439",1004842,1,3
"1440",1005001,7,9
"1441",1005358,1,1
"1442",1005751,15,21
"1443",1007055,0,7
"1444",1007080,13,20
"1445",1008088,6,8
"1446",1008806,3,12
"1447",1009629,22,27
"1448",1010393,0,3
"1449",1011809,12,20
"1450",1012056,6,17
"1451",1012648,3,3
"1452",1012858,3,12
"1453",1013390,3,4
"1454",1013582,3,4
"1455",1016640,20,25
"1456",1016678,11,19
"1457",1016744,1,7
"1458",1018521,3,10
"1459",1018753,12,15
"1460",1019333,6,14
"1461",1019737,8,20
"1462",1019879,1,1
"1463",1021185,4,4
"1464",1022092,10,11
"1465",1023267,8,22
"1466",1024430,3,6
"1467",1026937,10,11
"1468",1027190,7,20
"1469",1028560,1,16
"1470",1028728,2,3
"1471",1029172,15,16
"1472",1030459,10,18
"1473",1031288,7,12
"1474",1033078,2,2
"1475",1033902,17,20
"1476",1034166,2,3
"1477",1034649,7,10
"1478",1035398,0,1
"1479",1037453,3,3
"1480",1037550,4,14
"1481",1038184,23,26
"1482",1038611,19,28
"1483",1038731,3,8
"1484",1039720,7,26
"1485",1039803,24,26
"1486",1040106,7,10
"1487",1044008,14,22
"1488",1045147,12,13
"1489",1045714,3,5
"1490",1045730,0,2
"1491",1047264,2,25
"1492",1048110,6,6
"1493",1049021,5,6
"1494",1049394,9,13
"1495",1050743,12,16
"1496",1051563,22,22
"1497",1052141,2,4
"1498",1052606,5,11
"1499",1052691,8,30
"1500",1053229,4,6
"1501",1055810,10,19
"1502",1056182,12,12
"1503",1057103,16,16
"1504",1058980,0,3
"1505",1059077,4,4
"1506",1059253,8,8
"1507",1060668,4,4
"1508",1061755,9,15
"1509",1062821,12,15
"1510",1063213,9,14
"1511",1064358,5,5
"1512",1064441,4,19
"1513",1064520,0,9
"1514",1066720,10,14
"1515",1068788,16,30
"1516",1069446,10,10
"1517",1070070,11,16
"1518",1070976,1,5
"1519",1071831,1,1
"1520",1072504,3,3
"1521",1073308,3,15
"1522",1073448,8,13
"1523",1073787,8,12
"1524",1074424,2,18
"1525",1074673,8,17
"1526",1074867,11,15
"1527",1075103,10,14
"1528",1076361,1,1
"1529",1078433,6,9
"1530",1078883,11,11
"1531",1079117,5,12
"1532",1081464,2,2
"1533",1083382,4,9
"1534",1083870,10,13
"1535",1084192,7,9
"1536",1085356,2,7
"1537",1090250,1,9
"1538",1090812,7,9
"1539",1091818,33,43
"1540",1093543,3,7
"1541",1093952,6,12
"1542",1094117,4,6
"1543",1094228,4,7
"1544",1095286,0,3
"1545",1096099,0,8
"1546",1098079,8,21
"1547",1098234,10,16
"1548",1098569,2,5
"1549",1098903,5,10
"1550",1099144,2,2
"1551",1099322,7,8
"1552",1099514,5,8
"1553",1099525,3,5
"1554",1100238,4,5
"1555",1100634,7,21
"1556",1100907,3,7
"1557",1101129,8,13
"1558",1101355,0,3
"1559",1101479,3,13
"1560",1102354,9,21
"1561",1102624,8,8
"1562",1102834,14,17
"1563",1102901,24,26
"1564",1103667,26,28
"1565",1104015,9,10
"1566",1104517,14,14
"1567",1105053,21,21
"1568",1105886,12,18
"1569",1105941,2,19
"1570",1106920,2,3
"1571",1106954,13,21
"1572",1108977,1,1
"1573",1109042,3,3
"1574",1109658,3,9
"1575",1109789,4,5
"1576",1109845,1,12
"1577",1110260,9,22
"1578",1110705,1,1
"1579",1110762,16,16
"1580",1110811,2,14
"1581",1111201,6,6
"1582",1111850,3,3
"1583",1113453,1,9
"1584",1114234,0,4
"1585",1114630,0,2
"1586",1114693,3,11
"1587",1115323,3,9
"1588",1116269,5,5
"1589",1116392,7,16
"1590",1116786,2,6
"1591",1117941,1,2
"1592",1118190,1,3
"1593",1119651,8,10
"1594",1121238,0,11
"1595",1122026,3,5
"1596",1122099,1,1
"1597",1123016,2,3
"1598",1124374,6,7
"1599",1124653,16,23
"1600",1125869,7,10
"1601",1127653,6,14
"1602",1128233,12,15
"1603",1130531,1,1
"1604",1130695,2,7
"1605",1130872,4,4
"1606",1131189,7,7
"1607",1133062,9,11
"1608",1133460,16,30
"1609",1134949,3,10
"1610",1136032,3,9
"1611",1136576,5,5
"1612",1137378,12,15
"1613",1138928,2,5
"1614",1140309,13,14
"1615",1140560,5,9
"1616",1140921,9,13
"1617",1141094,3,6
"1618",1141283,11,11
"1619",1141528,17,24
"1620",1142264,2,3
"1621",1143101,33,42
"1622",1143311,3,7
"1623",1143333,8,12
"1624",1143416,6,12
"1625",1145186,5,10
"1626",1145690,1,4
"1627",1145790,2,3
"1628",1145821,12,20
"1629",1146147,1,5
"1630",1146407,14,24
"1631",1147081,6,8
"1632",1148450,1,5
"1633",1148875,5,5
"1634",1148938,1,4
"1635",1150612,28,37
"1636",1151588,2,2
"1637",1152226,5,12
"1638",1152633,2,9
"1639",1153185,3,3
"1640",1153732,3,3
"1641",1154479,12,13
"1642",1156031,8,14
"1643",1156927,6,11
"1644",1157801,6,8
"1645",1158078,3,12
"1646",1158424,5,14
"1647",1158579,2,10
"1648",1158953,3,6
"1649",1160157,3,5
"1650",1160390,12,15
"1651",1160748,1,5
"1652",1161165,2,11
"1653",1161506,16,18
"1654",1162491,14,18
"1655",1163146,6,8
"1656",1163213,8,10
"1657",1163463,15,21
"1658",1166423,14,14
"1659",1166867,1,1
"1660",1168457,8,9
"1661",1169115,4,4
"1662",1169651,5,12
"1663",1172201,26,27
"1664",1172262,1,3
"1665",1172369,17,17
"1666",1173466,1,1
"1667",1175831,9,26
"1668",1175833,15,22
"1669",1176289,3,9
"1670",1177486,4,9
"1671",1177931,5,10
"1672",1178170,1,23
"1673",1179225,1,1
"1674",1179888,12,19
"1675",1180137,6,10
"1676",1181548,0,2
"1677",1183900,17,20
"1678",1184434,1,1
"1679",1185904,11,11
"1680",1186662,2,6
"1681",1187097,6,8
"1682",1187646,9,11
"1683",1187982,2,6
"1684",1188298,10,14
"1685",1188698,4,5
"1686",1189686,10,16
"1687",1191513,5,6
"1688",1192324,2,4
"1689",1192498,2,4
"1690",1192580,17,30
"1691",1192833,32,34
"1692",1195440,5,12
"1693",1196768,16,18
"1694",1196880,2,2
"1695",1196908,27,29
"1696",1197371,2,3
"1697",1197650,10,22
"1698",1198079,3,8
"1699",1198840,17,23
"1700",1199408,3,8
"1701",1201033,9,11
"1702",1201062,1,12
"1703",1201651,7,9
"1704",1203306,1,21
"1705",1204113,3,16
"1706",1204132,13,22
"1707",1204277,11,15
"1708",1204780,3,9
"1709",1205015,2,3
"1710",1205657,1,1
"1711",1205761,4,5
"1712",1206968,1,1
"1713",1208098,4,8
"1714",1208205,3,4
"1715",1208481,3,4
"1716",1208528,2,2
"1717",1209226,1,1
"1718",1209231,1,6
"1719",1210858,9,10
"1720",1211004,1,4
"1721",1213019,11,14
"1722",1213263,7,12
"1723",1214048,3,4
"1724",1215138,9,10
"1725",1215936,5,8
"1726",1216048,5,8
"1727",1216478,10,18
"1728",1217645,5,8
"1729",1218118,3,8
"1730",1219038,1,2
"1731",1219446,2,3
"1732",1219690,2,2
"1733",1220276,11,14
"1734",1221129,3,3
"1735",1221175,1,2
"1736",1222534,2,7
"1737",1222782,4,38
"1738",1222846,34,51
"1739",1223016,1,3
"1740",1223942,9,14
"1741",1223980,6,11
"1742",1224485,1,9
"1743",1225513,2,9
"1744",1225800,1,2
"1745",1228970,10,15
"1746",1229188,10,13
"1747",1230163,6,9
"1748",1230165,4,4
"1749",1230501,3,8
"1750",1230904,0,8
"1751",1233312,8,9
"1752",1234102,7,7
"1753",1235143,4,4
"1754",1236231,4,11
"1755",1236462,1,1
"1756",1237830,8,8
"1757",1238194,8,8
"1758",1238667,16,18
"1759",1238856,4,4
"1760",1238959,5,12
"1761",1240898,9,9
"1762",1241300,3,12
"1763",1241324,3,5
"1764",1241536,4,16
"1765",1241751,8,11
"1766",1242128,5,6
"1767",1242373,2,2
"1768",1243046,5,12
"1769",1243383,7,14
"1770",1243760,16,20
"1771",1244073,22,33
"1772",1244088,1,5
"1773",1244477,6,13
"1774",1245959,0,2
"1775",1246320,13,15
"1776",1246886,12,18
"1777",1247416,6,13
"1778",1247612,0,1
"1779",1248085,13,22
"1780",1248383,10,12
"1781",1249592,22,23
"1782",1250171,15,19
"1783",1250750,5,10
"1784",1250787,8,8
"1785",1250962,7,11
"1786",1251262,4,4
"1787",1251877,6,7
"1788",1252229,6,17
"1789",1252899,1,7
"1790",1253452,2,12
"1791",1253959,15,16
"1792",1254071,11,12
"1793",1254107,6,11
"1794",1256124,8,10
"1795",1256148,5,8
"1796",1256385,5,8
"1797",1256886,26,31
"1798",1257368,13,16
"1799",1257575,1,1
"1800",1259558,4,5
"1801",1260220,4,11
"1802",1260501,2,2
"1803",1260727,15,20
"1804",1261611,8,15
"1805",1263516,2,2
"1806",1264029,1,4
"1807",1264761,15,21
"1808",1265393,5,9
"1809",1266154,1,3
"1810",1267945,3,4
"1811",1268007,1,10
"1812",1268127,7,7
"1813",1271363,4,14
"1814",1271536,7,8
"1815",1271575,5,6
"1816",1271795,3,3
"1817",1271883,0,5
"1818",1273032,4,5
"1819",1273369,2,5
"1820",1274715,0,1
"1821",1274769,4,15
"1822",1275005,7,13
"1823",1275200,0,4
"1824",1277354,5,7
"1825",1277888,8,11
"1826",1278529,11,25
"1827",1278795,2,2
"1828",1279625,3,5
"1829",1280003,12,14
"1830",1280579,4,4
"1831",1280626,3,4
"1832",1280749,13,19
"1833",1282779,2,6
"1834",1283531,10,11
"1835",1283745,10,15
"1836",1284081,3,5
"1837",1284405,5,5
"1838",1285351,1,4
"1839",1285590,1,1
"1840",1285870,9,30
"1841",1286681,4,4
"1842",1288200,0,5
"1843",1288796,4,8
"1844",1289473,6,11
"1845",1289856,2,5
"1846",1289963,4,4
"1847",1290475,0,4
"1848",1291814,0,2
"1849",1292828,2,2
"1850",1294842,5,14
"1851",1295201,0,2
"1852",1295212,8,16
"1853",1295396,3,9
"1854",1295668,4,9
"1855",1295756,3,4
"1856",1296763,4,4
"1857",1296851,1,8
"1858",1297675,1,7
"1859",1299489,2,10
"1860",1300545,1,14
"1861",1302223,3,3
"1862",1303282,11,11
"1863",1305082,2,6
"1864",1305670,8,9
"1865",1305684,8,8
"1866",1305831,11,11
"1867",1306007,0,9
"1868",1306191,8,9
"1869",1306689,7,8
"1870",1306840,4,12
"1871",1306978,1,2
"1872",1307435,1,1
"1873",1307439,25,32
"1874",1308850,26,26
"1875",1309333,7,10
"1876",1310111,2,9
"1877",1310466,15,17
"1878",1310648,6,6
"1879",1311452,0,2
"1880",1312896,7,12
"1881",1313837,5,6
"1882",1314684,1,1
"1883",1316121,3,7
"1884",1316527,1,1
"1885",1318274,6,6
"1886",1318853,3,6
"1887",1319976,5,6
"1888",1320404,0,2
"1889",1320547,4,14
"1890",1322004,6,7
"1891",1322394,3,5
"1892",1322668,1,1
"1893",1323541,3,12
"1894",1324075,3,3
"1895",1325406,6,6
"1896",1325468,4,6
"1897",1326341,35,35
"1898",1326562,2,4
"1899",1327099,5,11
"1900",1327869,18,22
"1901",1327933,33,39
"1902",1328592,9,11
"1903",1329068,11,17
"1904",1329074,1,11
"1905",1329674,2,8
"1906",1331271,2,4
"1907",1331310,0,4
"1908",1334272,16,27
"1909",1335498,1,6
"1910",1335511,4,6
"1911",1335543,0,14
"1912",1335669,7,7
"1913",1335845,1,4
"1914",1336173,4,4
"1915",1336763,1,1
"1916",1337743,13,20
"1917",1339585,5,5
"1918",1340517,15,16
"1919",1340799,14,27
"1920",1340889,0,1
"1921",1340908,4,13
"1922",1342642,14,14
"1923",1345219,6,11
"1924",1346459,18,21
"1925",1346919,0,1
"1926",1348880,5,5
"1927",1349325,3,7
"1928",1349393,3,3
"1929",1351731,6,12
"1930",1354238,5,5
"1931",1354808,10,12
"1932",1356205,17,22
"1933",1356863,3,14
"1934",1356928,2,2
"1935",1357484,21,31
"1936",1357756,8,15
"1937",1358798,4,10
"1938",1359852,3,8
"1939",1359955,11,13
"1940",1360352,6,9
"1941",1361102,6,7
"1942",1361131,4,4
"1943",1362566,15,19
"1944",1363007,6,6
"1945",1363351,4,13
"1946",1363381,4,4
"1947",1363686,13,14
"1948",1363708,5,16
"1949",1366911,4,6
"1950",1368100,4,5
"1951",1368339,4,9
"1952",1370213,4,8
"1953",1373538,9,22
"1954",1373553,26,27
"1955",1373906,3,9
"1956",1374534,7,14
"1957",1374561,6,22
"1958",1376349,4,7
"1959",1376867,8,9
"1960",1376972,3,5
"1961",1377619,5,7
"1962",1378195,10,12
"1963",1379323,6,8
"1964",1379411,9,9
"1965",1381031,2,2
"1966",1381739,16,16
"1967",1382374,6,10
"1968",1382453,6,13
"1969",1382568,1,10
"1970",1384246,2,9
"1971",1384976,9,14
"1972",1385174,21,23
"1973",1385263,14,15
"1974",1385765,3,5
"1975",1386064,6,8
"1976",1386294,4,6
"1977",1386402,10,11
"1978",1386925,9,12
"1979",1388046,2,3
"1980",1388510,0,3
"1981",1388764,1,15
"1982",1388939,1,1
"1983",1391439,5,9
"1984",1391497,2,11
"1985",1392576,6,8
"1986",1393497,11,12
"1987",1394322,1,6
"1988",1394605,2,12
"1989",1394606,11,21
"1990",1397270,11,14
"1991",1400835,4,14
"1992",1401949,3,8
"1993",1403212,3,10
"1994",1403421,3,6
"1995",1403423,1,3
"1996",1403438,1,4
"1997",1404559,5,9
"1998",1406508,5,5
"1999",1406631,5,11
"2000",1407326,2,4
"2001",1407513,33,39
"2002",1408536,3,5
"2003",1408777,4,12
"2004",1409113,2,2
"2005",1409430,4,9
"2006",1409451,5,5
"2007",1409729,11,16
"2008",1409958,8,12
"2009",1410229,2,11
"2010",1411370,6,6
"2011",1411455,4,6
"2012",1412215,14,14
"2013",1412386,17,19
"2014",1412462,3,10
"2015",1413514,4,10
"2016",1413683,6,14
"2017",1413974,14,26
"2018",1414110,16,18
"2019",1414616,3,13
"2020",1415073,8,12
"2021",1416659,0,2
"2022",1416857,22,29
"2023",1417673,4,4
"2024",1417924,4,10
"2025",1418519,9,9
"2026",1418739,0,2
"2027",1418913,1,2
"2028",1419059,6,17
"2029",1419367,6,8
"2030",1419490,11,11
"2031",1420219,13,22
"2032",1420394,1,4
"2033",1420556,12,15
"2034",1421897,3,7
"2035",1422098,1,3
"2036",1422490,2,2
"2037",1422640,7,9
"2038",1423026,2,5
"2039",1423420,6,10
"2040",1423755,5,8
"2041",1423772,0,2
"2042",1423791,4,9
"2043",1423807,3,11
"2044",1424325,1,1
"2045",1424580,19,32
"2046",1424954,5,14
"2047",1425551,13,20
"2048",1425832,1,7
"2049",1425869,6,6
"2050",1428985,8,13
"2051",1429126,5,5
"2052",1432441,4,4
"2053",1432487,5,5
"2054",1433256,2,5
"2055",1433258,1,6
"2056",1433360,12,13
"2057",1433863,5,9
"2058",1434014,6,11
"2059",1436723,7,8
"2060",1436859,11,11
"2061",1437686,2,2
"2062",1438806,4,5
"2063",1439022,6,7
"2064",1439163,0,2
"2065",1439413,18,18
"2066",1440015,1,4
"2067",1440740,9,22
"2068",1441788,17,20
"2069",1441964,10,10
"2070",1442236,0,2
"2071",1442675,4,5
"2072",1443490,8,13
"2073",1443920,15,50
"2074",1444310,2,11
"2075",1447728,11,19
"2076",1448230,5,7
"2077",1448523,2,3
"2078",1449204,2,10
"2079",1449795,7,11
"2080",1450831,0,1
"2081",1452866,1,1
"2082",1453223,3,11
"2083",1453429,4,11
"2084",1453949,1,1
"2085",1454777,0,4
"2086",1455985,3,3
"2087",1458177,0,3
"2088",1458224,6,10
"2089",1458382,7,9
"2090",1459552,5,16
"2091",1459691,4,11
"2092",1461344,0,3
"2093",1461908,8,21
"2094",1463776,2,6
"2095",1465278,7,13
"2096",1465567,6,12
"2097",1465949,11,13
"2098",1466392,4,4
"2099",1468168,15,17
"2100",1469465,4,12
"2101",1469992,7,11
"2102",1470584,8,8
"2103",1471260,0,1
"2104",1472544,7,12
"2105",1474254,6,15
"2106",1474717,0,2
"2107",1474867,13,21
"2108",1474983,11,29
"2109",1475749,11,18
"2110",1476143,6,12
"2111",1477034,4,12
"2112",1478284,1,10
"2113",1478405,3,4
"2114",1478764,13,17
"2115",1479810,2,8
"2116",1480681,5,8
"2117",1482612,0,2
"2118",1482878,3,5
"2119",1483787,0,3
"2120",1485179,9,13
"2121",1485272,4,9
"2122",1485380,10,12
"2123",1485602,8,17
"2124",1485735,1,1
"2125",1486036,2,14
"2126",1488818,12,12
"2127",1490821,20,21
"2128",1491071,2,3
"2129",1491308,2,6
"2130",1494126,6,10
"2131",1494325,1,1
"2132",1494457,5,6
"2133",1494897,10,11
"2134",1495425,6,10
"2135",1496910,7,8
"2136",1497228,0,1
"2137",1498046,15,21
"2138",1498247,2,4
"2139",1498407,10,15
"2140",1498776,0,1
"2141",1498828,5,8
"2142",1499345,8,9
"2143",1499752,3,7
"2144",1500083,1,5
"2145",1500151,9,12
"2146",1501392,0,3
"2147",1502009,4,21
"2148",1502790,9,12
"2149",1503133,0,1
"2150",1504390,4,9
"2151",1504539,15,22
"2152",1504699,2,6
"2153",1505242,9,10
"2154",1505650,3,8
"2155",1505909,1,3
"2156",1506359,2,3
"2157",1506591,2,10
"2158",1507603,10,18
"2159",1508235,18,25
"2160",1508437,3,7
"2161",1508976,9,14
"2162",1509183,3,3
"2163",1510089,8,8
"2164",1510291,18,19
"2165",1511218,17,27
"2166",1511258,3,6
"2167",1515987,2,3
"2168",1519754,4,5
"2169",1519902,10,19
"2170",1521303,5,9
"2171",1521534,5,5
"2172",1521553,2,2
"2173",1522464,22,24
"2174",1523093,17,24
"2175",1523973,11,18
"2176",1527612,11,24
"2177",1528376,11,17
"2178",1528584,16,24
"2179",1529059,2,8
"2180",1530507,2,2
"2181",1531784,11,12
"2182",1532271,3,6
"2183",1532596,10,22
"2184",1534392,3,5
"2185",1534582,15,23
"2186",1535207,2,9
"2187",1535465,15,17
"2188",1535741,8,21
"2189",1536577,11,13
"2190",1536955,5,13
"2191",1538490,4,11
"2192",1539839,1,3
"2193",1540184,2,4
"2194",1542652,2,7
"2195",1542861,2,2
"2196",1543796,5,6
"2197",1544607,4,9
"2198",1544690,37,47
"2199",1545596,1,12
"2200",1545598,2,11
"2201",1545760,2,2
"2202",1546229,6,6
"2203",1546561,5,15
"2204",1546783,1,1
"2205",1546986,3,3
"2206",1547434,6,8
"2207",1548096,2,5
"2208",1549605,3,7
"2209",1549947,4,11
"2210",1551145,1,1
"2211",1552221,3,8
"2212",1552675,26,32
"2213",1552714,2,2
"2214",1554907,20,33
"2215",1555147,12,12
"2216",1555695,3,11
"2217",1556053,5,10
"2218",1556307,0,1
"2219",1557627,3,4
"2220",1557778,3,8
"2221",1558195,4,13
"2222",1558885,5,11
"2223",1559468,7,10
"2224",1560206,16,16
"2225",1560265,11,12
"2226",1561417,3,4
"2227",1562190,4,11
"2228",1562461,1,2
"2229",1562962,5,7
"2230",1563080,7,8
"2231",1563361,10,11
"2232",1563456,5,9
"2233",1563941,1,5
"2234",1564926,3,7
"2235",1566261,21,25
"2236",1566331,4,4
"2237",1566338,5,19
"2238",1567125,1,1
"2239",1567145,5,5
"2240",1568151,1,8
"2241",1568263,2,6
"2242",1570321,1,3
"2243",1571263,1,2
"2244",1571392,4,5
"2245",1571569,3,8
"2246",1573463,3,13
"2247",1575396,2,2
"2248",1576156,14,15
"2249",1576529,5,8
"2250",1576579,5,7
"2251",1577411,4,14
"2252",1577757,6,11
"2253",1579578,7,10
"2254",1579949,7,20
"2255",1580538,8,8
"2256",1580571,19,50
"2257",1581147,2,11
"2258",1582622,5,18
"2259",1583715,2,12
"2260",1584704,12,12
"2261",1586304,6,6
"2262",1586361,4,4
"2263",1586552,10,10
"2264",1586983,14,22
"2265",1587103,6,14
"2266",1587777,0,9
"2267",1588632,8,12
"2268",1588684,18,26
"2269",1589731,6,12
"2270",1590094,0,2
"2271",1590982,1,8
"2272",1591104,3,7
"2273",1591262,6,16
"2274",1591713,4,8
"2275",1591862,3,5
"2276",1592440,3,7
"2277",1592567,8,8
"2278",1592581,5,17
"2279",1593232,7,8
"2280",1593341,4,5
"2281",1593722,4,9
"2282",1594063,0,5
"2283",1594992,1,2
"2284",1595455,2,10
"2285",1595512,1,3
"2286",1596809,8,12
"2287",1597183,5,5
"2288",1597271,2,17
"2289",1598399,9,9
"2290",1599039,1,8
"2291",1599639,4,10
"2292",1599929,3,3
"2293",1600411,6,7
"2294",1601363,1,1
"2295",1601868,8,16
"2296",1601941,9,11
"2297",1602140,4,34
"2298",1602311,3,7
"2299",1602330,3,3
"2300",1602766,0,2
"2301",1603541,6,12
"2302",1603705,12,25
"2303",1604220,1,6
"2304",1604327,1,5
"2305",1604334,7,11
"2306",1607015,1,7
"2307",1607123,13,18
"2308",1607920,2,7
"2309",1608723,6,8
"2310",1608879,4,10
"2311",1609519,17,17
"2312",1609544,0,9
"2313",1609568,3,3
"2314",1609928,3,4
"2315",1610480,6,7
"2316",1610711,3,5
"2317",1611684,1,1
"2318",1612639,7,11
"2319",1612958,1,2
"2320",1614045,7,8
"2321",1615095,2,3
"2322",1615640,7,10
"2323",1615787,2,15
"2324",1617422,2,4
"2325",1619071,4,24
"2326",1619072,9,9
"2327",1620435,3,7
"2328",1621250,7,7
"2329",1621515,3,12
"2330",1621714,4,14
"2331",1621754,1,5
"2332",1622117,0,9
"2333",1622830,4,4
"2334",1624166,3,3
"2335",1626820,21,26
"2336",1627630,5,8
"2337",1628656,9,16
"2338",1628699,0,1
"2339",1629113,9,13
"2340",1629205,8,19
"2341",1629275,1,4
"2342",1629297,7,9
"2343",1631632,13,20
"2344",1631841,1,3
"2345",1635172,3,7
"2346",1636201,9,15
"2347",1636791,4,9
"2348",1637505,7,8
"2349",1637534,0,4
"2350",1637902,2,4
"2351",1638076,5,7
"2352",1638984,2,3
"2353",1639037,2,11
"2354",1639546,13,16
"2355",1639735,6,13
"2356",1640300,10,15
"2357",1640459,27,30
"2358",1640485,1,1
"2359",1641217,2,2
"2360",1641638,4,5
"2361",1643858,2,2
"2362",1644502,4,6
"2363",1644716,7,12
"2364",1645234,2,9
"2365",1645824,1,2
"2366",1646321,5,20
"2367",1646813,8,13
"2368",1647418,8,8
"2369",1647700,1,2
"2370",1648785,1,1
"2371",1649367,1,4
"2372",1650161,3,9
"2373",1650594,12,12
"2374",1650709,22,24
"2375",1651360,1,8
"2376",1653220,11,14
"2377",1653810,3,4
"2378",1655703,6,8
"2379",1655713,4,4
"2380",1656678,32,56
"2381",1656787,2,5
"2382",1658884,1,3
"2383",1659063,6,7
"2384",1659101,11,19
"2385",1659401,4,8
"2386",1660049,15,21
"2387",1660383,3,5
"2388",1660550,2,3
"2389",1660560,2,7
"2390",1661704,3,3
"2391",1662323,5,5
"2392",1662500,3,5
"2393",1662642,2,10
"2394",1662668,6,6
"2395",1664785,3,5
"2396",1665722,15,16
"2397",1666496,1,9
"2398",1667199,4,5
"2399",1667305,3,6
"2400",1667975,2,2
"2401",1668085,11,11
"2402",1668280,11,15
"2403",1668652,4,5
"2404",1669269,0,6
"2405",1669685,6,8
"2406",1671293,17,36
"2407",1671645,2,6
"2408",1671672,9,11
"2409",1672347,12,27
"2410",1673515,12,25
"2411",1675105,6,11
"2412",1676739,2,3
"2413",1676856,1,7
"2414",1676990,0,10
"2415",1679047,3,4
"2416",1679824,2,2
"2417",1680313,8,18
"2418",1680397,6,9
"2419",1681257,4,8
"2420",1681896,10,16
"2421",1682319,4,10
"2422",1686840,9,11
"2423",1687126,6,9
"2424",1690585,3,10
"2425",1691092,2,3
"2426",1691139,4,9
"2427",1692765,8,18
"2428",1693023,6,6
"2429",1694190,8,9
"2430",1700325,2,4
"2431",1702132,7,11
"2432",1702465,8,31
"2433",1703323,1,1
"2434",1704440,10,13
"2435",1704749,4,7
"2436",1705049,12,14
"2437",1705958,24,26
"2438",1706089,1,19
"2439",1706368,3,10
"2440",1706615,8,13
"2441",1706793,23,35
"2442",1707365,14,16
"2443",1707426,7,10
"2444",1707465,2,2
"2445",1707719,1,9
"2446",1708349,15,19
"2447",1709764,2,3
"2448",1711306,9,12
"2449",1712142,2,2
"2450",1712864,7,21
"2451",1713520,3,7
"2452",1714291,14,15
"2453",1714617,8,17
"2454",1715077,4,7
"2455",1715157,6,9
"2456",1715907,2,19
"2457",1716571,5,13
"2458",1716601,1,1
"2459",1716916,1,8
"2460",1717481,0,10
"2461",1717745,2,4
"2462",1718828,1,2
"2463",1719053,12,19
"2464",1724207,0,10
"2465",1724881,3,3
"2466",1725066,4,7
"2467",1729340,3,13
"2468",1732265,6,6
"2469",1733670,25,33
"2470",1733979,2,10
"2471",1735506,15,31
"2472",1735661,6,14
"2473",1736119,3,4
"2474",1736157,5,7
"2475",1738021,4,10
"2476",1738384,18,19
"2477",1738740,2,2
"2478",1739846,7,7
"2479",1740252,10,11
"2480",1740399,2,3
"2481",1740849,1,2
"2482",1741020,11,11
"2483",1741284,6,7
"2484",1742223,10,13
"2485",1742236,5,8
"2486",1742916,0,4
"2487",1743400,7,13
"2488",1744371,5,6
"2489",1745337,11,15
"2490",1745396,11,22
"2491",1745861,1,3
"2492",1747900,2,4
"2493",1748541,2,2
"2494",1749470,1,1
"2495",1750084,6,6
"2496",1750134,1,5
"2497",1750866,5,19
"2498",1751120,14,14
"2499",1752807,13,15
"2500",1753276,4,5
"2501",1753418,1,7
"2502",1754585,1,1
"2503",1754671,12,12
"2504",1755170,19,45
"2505",1755873,8,15
"2506",1757071,4,11
"2507",1757419,3,3
"2508",1757675,2,2
"2509",1757774,22,27
"2510",1757877,4,4
"2511",1759055,3,9
"2512",1760702,4,6
"2513",1761797,6,9
"2514",1762317,6,8
"2515",1763204,2,3
"2516",1764349,8,8
"2517",1764414,12,15
"2518",1765363,6,9
"2519",1768516,9,9
"2520",1768661,8,10
"2521",1769198,10,22
"2522",1769803,8,8
"2523",1770695,3,6
"2524",1771210,1,14
"2525",1771257,5,7
"2526",1771330,5,6
"2527",1771925,2,7
"2528",1773082,7,30
"2529",1773265,2,16
"2530",1773441,15,18
