"","order_id","reorders","products","order_hour_of_day","days_since_prior_order","order_dow","Mon","Tue","Wed","Thu","Fri","Sat","Sun"
"455",1802562,1,7,11,14,0,0,0,0,0,0,0,1
"456",1803207,10,13,7,8,1,1,0,0,0,0,0,0
"457",1807809,8,13,19,17,2,0,1,0,0,0,0,0
"458",1815861,11,15,18,30,5,0,0,0,0,1,0,0
"459",1821692,1,14,16,5,5,0,0,0,0,1,0,0
"460",1826314,8,10,14,3,4,0,0,0,1,0,0,0
"461",1828512,5,6,11,4,3,0,0,1,0,0,0,0
"462",1832105,7,8,11,30,6,0,0,0,0,0,1,0
"463",1833294,8,12,14,12,1,1,0,0,0,0,0,0
"464",1838022,0,7,15,NA,0,0,0,0,0,0,0,1
"465",1842564,12,13,8,9,5,0,0,0,0,1,0,0
"466",1846196,16,19,16,4,3,0,0,1,0,0,0,0
"467",1852870,13,13,9,7,0,0,0,0,0,0,0,1
"468",1852880,0,4,17,7,2,0,1,0,0,0,0,0
"469",1852951,2,4,12,8,6,0,0,0,0,0,1,0
"470",1858126,4,13,3,7,3,0,0,1,0,0,0,0
"471",1859828,2,9,17,3,1,1,0,0,0,0,0,0
"472",1861269,8,12,10,0,5,0,0,0,0,1,0,0
"473",1863820,1,3,12,3,4,0,0,0,1,0,0,0
"474",1864075,5,19,12,16,4,0,0,0,1,0,0,0
"475",1875871,8,9,13,10,2,0,1,0,0,0,0,0
"476",1879912,1,2,16,27,1,1,0,0,0,0,0,0
"477",1881409,4,4,10,4,3,0,0,1,0,0,0,0
"478",1885958,9,10,18,14,4,0,0,0,1,0,0,0
"479",1889273,9,11,14,10,2,0,1,0,0,0,0,0
"480",1890638,3,12,13,1,4,0,0,0,1,0,0,0
"481",1894226,16,19,18,8,4,0,0,0,1,0,0,0
"482",1900536,5,7,11,0,4,0,0,0,1,0,0,0
"483",1902790,13,14,15,6,2,0,1,0,0,0,0,0
"484",1916753,7,24,13,13,0,0,0,0,0,0,0,1
"485",1922522,8,17,10,7,0,0,0,0,0,0,0,1
"486",1923165,3,3,12,1,0,0,0,0,0,0,0,1
"487",1931187,8,8,12,8,0,0,0,0,0,0,0,1
"488",1933745,8,12,9,30,2,0,1,0,0,0,0,0
"489",1936074,3,5,15,9,6,0,0,0,0,0,1,0
"490",1936077,18,28,13,10,0,0,0,0,0,0,0,1
"491",1936316,6,10,18,3,1,1,0,0,0,0,0,0
"492",1940784,14,16,13,8,4,0,0,0,1,0,0,0
"493",1947188,8,14,7,10,1,1,0,0,0,0,0,0
"494",1952197,6,12,17,7,4,0,0,0,1,0,0,0
"495",1957307,3,3,8,10,2,0,1,0,0,0,0,0
"496",1960486,14,16,23,10,0,0,0,0,0,0,0,1
"497",1961603,1,3,17,30,3,0,0,1,0,0,0,0
"498",1966705,4,7,7,15,1,1,0,0,0,0,0,0
"499",1969566,1,1,9,16,2,0,1,0,0,0,0,0
"500",1971596,15,15,12,6,0,0,0,0,0,0,0,1
"501",1979021,8,8,7,14,5,0,0,0,0,1,0,0
"502",1987686,1,2,15,15,0,0,0,0,0,0,0,1
"503",1992521,7,23,0,25,5,0,0,0,0,1,0,0
"504",1998860,3,3,14,3,4,0,0,0,1,0,0,0
"505",1999114,20,22,9,5,4,0,0,0,1,0,0,0
"506",2002425,5,11,19,19,2,0,1,0,0,0,0,0
"507",2004704,9,9,21,3,3,0,0,1,0,0,0,0
"508",2009311,4,7,16,1,1,1,0,0,0,0,0,0
"509",2011228,7,7,8,7,6,0,0,0,0,0,1,0
"510",2018097,23,24,12,7,4,0,0,0,1,0,0,0
"511",2021241,17,30,3,19,1,1,0,0,0,0,0,0
"512",2023621,10,13,17,28,0,0,0,0,0,0,0,1
"513",2027014,3,7,7,6,4,0,0,0,1,0,0,0
"514",2032535,2,3,20,2,2,0,1,0,0,0,0,0
"515",2034903,7,20,12,9,5,0,0,0,0,1,0,0
"516",2035956,8,8,11,8,6,0,0,0,0,0,1,0
"517",2039237,1,4,12,2,3,0,0,1,0,0,0,0
"518",2039349,11,11,17,4,5,0,0,0,0,1,0,0
"519",2046621,16,20,10,28,0,0,0,0,0,0,0,1
"520",2063079,8,14,14,8,0,0,0,0,0,0,0,1
"521",2063992,4,7,20,14,0,0,0,0,0,0,0,1
"522",2066698,0,9,14,NA,3,0,0,1,0,0,0,0
"523",2067486,6,7,12,12,0,0,0,0,0,0,0,1
"524",2075525,12,14,16,29,1,1,0,0,0,0,0,0
"525",2076438,1,2,16,7,6,0,0,0,0,0,1,0
"526",2079133,13,17,12,4,3,0,0,1,0,0,0,0
"527",2079837,9,9,17,7,2,0,1,0,0,0,0,0
"528",2084066,3,6,14,3,5,0,0,0,0,1,0,0
"529",2088564,0,17,10,NA,0,0,0,0,0,0,0,1
"530",2088902,1,3,15,13,4,0,0,0,1,0,0,0
"531",2093436,2,3,11,30,1,1,0,0,0,0,0,0
"532",2106393,5,8,9,7,1,1,0,0,0,0,0,0
"533",2108053,2,10,17,22,1,1,0,0,0,0,0,0
"534",2108983,4,12,11,30,0,0,0,0,0,0,0,1
"535",2111000,0,10,18,NA,4,0,0,0,1,0,0,0
"536",2111606,0,13,10,NA,6,0,0,0,0,0,1,0
"537",2113115,4,7,14,3,5,0,0,0,0,1,0,0
"538",2120204,13,22,6,8,1,1,0,0,0,0,0,0
"539",2120952,18,19,15,7,5,0,0,0,0,1,0,0
"540",2124623,7,8,15,7,3,0,0,1,0,0,0,0
"541",2125529,8,9,12,5,1,1,0,0,0,0,0,0
"542",2127550,1,24,17,20,0,0,0,0,0,0,0,1
"543",2128032,11,11,0,7,0,0,0,0,0,0,0,1
"544",2128623,6,7,7,25,5,0,0,0,0,1,0,0
"545",2130345,9,12,12,19,6,0,0,0,0,0,1,0
"546",2134502,5,10,18,6,6,0,0,0,0,0,1,0
"547",2135980,13,15,15,7,4,0,0,0,1,0,0,0
"548",2152814,2,9,15,30,6,0,0,0,0,0,1,0
"549",2152932,7,12,12,6,1,1,0,0,0,0,0,0
"550",2157113,3,12,7,4,1,1,0,0,0,0,0,0
"551",2157744,6,15,17,7,0,0,0,0,0,0,0,1
"552",2166311,13,24,8,7,6,0,0,0,0,0,1,0
"553",2176643,6,9,22,6,0,0,0,0,0,0,0,1
"554",2183153,2,3,16,7,6,0,0,0,0,0,1,0
"555",2186365,1,1,11,6,1,1,0,0,0,0,0,0
"556",2197903,11,22,16,7,6,0,0,0,0,0,1,0
"557",2203773,9,13,20,20,2,0,1,0,0,0,0,0
"558",2205286,8,10,14,7,1,1,0,0,0,0,0,0
"559",2208888,17,18,10,7,6,0,0,0,0,0,1,0
"560",2212981,13,16,15,9,2,0,1,0,0,0,0,0
"561",2216352,6,6,12,17,6,0,0,0,0,0,1,0
"562",2219606,9,9,10,5,5,0,0,0,0,1,0,0
"563",2223147,1,1,18,0,2,0,1,0,0,0,0,0
"564",2227664,6,7,18,11,5,0,0,0,0,1,0,0
"565",2230941,5,5,18,27,4,0,0,0,1,0,0,0
"566",2234312,10,10,11,7,3,0,0,1,0,0,0,0
"567",2236895,5,5,11,2,6,0,0,0,0,0,1,0
"568",2239153,11,11,17,3,5,0,0,0,0,1,0,0
"569",2240385,0,5,6,NA,3,0,0,1,0,0,0,0
"570",2254887,5,5,7,24,0,0,0,0,0,0,0,1
"571",2258328,10,10,16,6,0,0,0,0,0,0,0,1
"572",2268721,8,10,12,15,2,0,1,0,0,0,0,0
"573",2272843,9,14,8,10,6,0,0,0,0,0,1,0
"574",2277766,4,5,16,8,0,0,0,0,0,0,0,1
"575",2278044,13,14,14,7,2,0,1,0,0,0,0,0
"576",2278208,2,12,15,5,0,0,0,0,0,0,0,1
"577",2279531,2,2,19,4,2,0,1,0,0,0,0,0
"578",2281334,9,16,16,13,5,0,0,0,0,1,0,0
"579",2281922,4,4,17,2,4,0,0,0,1,0,0,0
"580",2292558,4,8,14,27,0,0,0,0,0,0,0,1
"581",2294836,13,13,12,12,0,0,0,0,0,0,0,1
"582",2295616,0,14,19,NA,0,0,0,0,0,0,0,1
"583",2297343,0,8,11,30,1,1,0,0,0,0,0,0
"584",2298036,12,27,15,12,5,0,0,0,0,1,0,0
"585",2312228,22,25,13,6,6,0,0,0,0,0,1,0
"586",2316126,8,16,6,7,0,0,0,0,0,0,0,1
"587",2324866,16,16,8,6,1,1,0,0,0,0,0,0
"588",2327970,6,8,15,9,3,0,0,1,0,0,0,0
"589",2330933,4,7,14,6,0,0,0,0,0,0,0,1
"590",2334876,9,12,9,23,0,0,0,0,0,0,0,1
"591",2337647,17,24,9,6,5,0,0,0,0,1,0,0
"592",2343042,6,9,8,6,0,0,0,0,0,0,0,1
"593",2346237,1,5,15,1,1,1,0,0,0,0,0,0
"594",2352935,7,10,13,9,4,0,0,0,1,0,0,0
"595",2353775,3,7,14,1,5,0,0,0,0,1,0,0
"596",2359624,10,10,16,6,3,0,0,1,0,0,0,0
"597",2359772,11,15,21,6,0,0,0,0,0,0,0,1
"598",2366881,8,14,6,5,3,0,0,1,0,0,0,0
"599",2367133,12,14,9,0,2,0,1,0,0,0,0,0
"600",2367373,7,11,8,7,6,0,0,0,0,0,1,0
"601",2371507,8,8,12,6,6,0,0,0,0,0,1,0
"602",2386482,3,5,22,8,6,0,0,0,0,0,1,0
"603",2387296,4,4,11,0,5,0,0,0,0,1,0,0
"604",2389665,10,10,17,4,2,0,1,0,0,0,0,0
"605",2394341,9,9,16,8,0,0,0,0,0,0,0,1
"606",2398467,0,19,13,NA,4,0,0,0,1,0,0,0
"607",2401881,6,6,11,5,1,1,0,0,0,0,0,0
"608",2411179,5,14,20,26,3,0,0,1,0,0,0,0
"609",2411666,6,7,19,8,2,0,1,0,0,0,0,0
"610",2412646,7,13,11,30,0,0,0,0,0,0,0,1
"611",2415360,11,13,12,7,5,0,0,0,0,1,0,0
"612",2416711,11,11,10,4,3,0,0,1,0,0,0,0
"613",2418141,7,10,18,6,6,0,0,0,0,0,1,0
"614",2419581,1,5,9,5,0,0,0,0,0,0,0,1
"615",2420608,0,11,16,30,1,1,0,0,0,0,0,0
"616",2428733,8,12,16,5,6,0,0,0,0,0,1,0
"617",2429224,19,19,2,25,3,0,0,1,0,0,0,0
"618",2430028,4,4,14,5,6,0,0,0,0,0,1,0
"619",2430836,5,16,16,24,1,1,0,0,0,0,0,0
"620",2436724,0,15,17,NA,6,0,0,0,0,0,1,0
"621",2439074,0,11,8,21,0,0,0,0,0,0,0,1
"622",2446653,16,23,20,7,6,0,0,0,0,0,1,0
"623",2451901,2,9,14,10,5,0,0,0,0,1,0,0
"624",2459307,15,16,17,10,2,0,1,0,0,0,0,0
"625",2469027,7,11,12,8,0,0,0,0,0,0,0,1
"626",2469827,1,6,15,30,4,0,0,0,1,0,0,0
"627",2471150,2,11,0,2,2,0,1,0,0,0,0,0
"628",2501408,9,13,19,30,3,0,0,1,0,0,0,0
"629",2509816,8,8,19,3,3,0,0,1,0,0,0,0
"630",2515595,1,14,16,30,5,0,0,0,0,1,0,0
"631",2516542,7,12,13,6,3,0,0,1,0,0,0,0
"632",2517699,5,9,12,11,3,0,0,1,0,0,0,0
"633",2519104,9,11,14,13,1,1,0,0,0,0,0,0
"634",2519742,5,16,12,29,2,0,1,0,0,0,0,0
"635",2520163,1,1,16,1,5,0,0,0,0,1,0,0
"636",2530192,10,18,5,26,4,0,0,0,1,0,0,0
"637",2532163,8,8,16,7,1,1,0,0,0,0,0,0
"638",2532547,8,16,13,1,0,0,0,0,0,0,0,1
"639",2533443,14,16,10,7,3,0,0,1,0,0,0,0
"640",2548358,5,8,18,7,0,0,0,0,0,0,0,1
"641",2553225,0,22,11,NA,0,0,0,0,0,0,0,1
"642",2553716,3,4,12,6,4,0,0,0,1,0,0,0
"643",2555775,13,24,14,30,1,1,0,0,0,0,0,0
"644",2563891,5,7,16,6,5,0,0,0,0,1,0,0
"645",2565833,11,20,16,4,3,0,0,1,0,0,0,0
"646",2568363,0,1,12,1,0,0,0,0,0,0,0,1
"647",2569849,5,5,10,2,2,0,1,0,0,0,0,0
"648",2571505,4,5,18,4,3,0,0,1,0,0,0,0
"649",2583272,7,7,14,3,2,0,1,0,0,0,0,0
"650",2584876,3,4,7,17,4,0,0,0,1,0,0,0
"651",2585400,13,28,14,7,0,0,0,0,0,0,0,1
"652",2586906,1,9,9,30,3,0,0,1,0,0,0,0
"653",2588985,2,2,11,6,0,0,0,0,0,0,0,1
"654",2590938,8,17,21,8,2,0,1,0,0,0,0,0
"655",2591111,5,8,23,0,2,0,1,0,0,0,0,0
"656",2601908,16,17,16,6,1,1,0,0,0,0,0,0
"657",2615605,2,13,23,30,2,0,1,0,0,0,0,0
"658",2619576,1,7,16,0,5,0,0,0,0,1,0,0
"659",2626898,5,6,17,30,5,0,0,0,0,1,0,0
"660",2626991,4,12,9,8,1,1,0,0,0,0,0,0
"661",2629907,10,10,14,8,2,0,1,0,0,0,0,0
"662",2633559,9,9,14,18,5,0,0,0,0,1,0,0
"663",2645767,13,23,16,6,0,0,0,0,0,0,0,1
"664",2654956,4,16,13,15,1,1,0,0,0,0,0,0
"665",2655412,4,7,13,28,0,0,0,0,0,0,0,1
"666",2660500,9,10,10,15,0,0,0,0,0,0,0,1
"667",2661854,2,2,13,5,1,1,0,0,0,0,0,0
"668",2663180,20,21,15,11,1,1,0,0,0,0,0,0
"669",2669933,13,13,15,5,6,0,0,0,0,0,1,0
"670",2672663,9,27,15,18,0,0,0,0,0,0,0,1
"671",2674271,11,15,9,10,0,0,0,0,0,0,0,1
"672",2676585,0,10,15,NA,0,0,0,0,0,0,0,1
"673",2686768,15,15,10,7,4,0,0,0,1,0,0,0
"674",2693309,3,5,12,4,5,0,0,0,0,1,0,0
"675",2695861,11,14,14,11,0,0,0,0,0,0,0,1
"676",2704987,6,11,9,30,1,1,0,0,0,0,0,0
"677",2708037,0,8,12,4,5,0,0,0,0,1,0,0
"678",2709316,8,9,9,10,1,1,0,0,0,0,0,0
"679",2711418,12,13,14,5,0,0,0,0,0,0,0,1
"680",2713333,15,15,17,14,5,0,0,0,0,1,0,0
"681",2714868,9,11,9,8,1,1,0,0,0,0,0,0
"682",2717410,12,13,14,3,1,1,0,0,0,0,0,0
"683",2718207,16,16,15,10,6,0,0,0,0,0,1,0
"684",2718279,0,18,14,NA,0,0,0,0,0,0,0,1
"685",2719292,2,2,9,30,1,1,0,0,0,0,0,0
"686",2721838,4,9,7,7,6,0,0,0,0,0,1,0
"687",2730871,6,18,11,21,0,0,0,0,0,0,0,1
"688",2734583,1,5,17,21,5,0,0,0,0,1,0,0
"689",2746379,5,12,10,29,1,1,0,0,0,0,0,0
"690",2747692,4,10,10,5,6,0,0,0,0,0,1,0
"691",2748034,6,9,13,3,0,0,0,0,0,0,0,1
"692",2749960,12,13,13,7,5,0,0,0,0,1,0,0
"693",2752988,3,8,13,4,3,0,0,1,0,0,0,0
"694",2757664,11,11,10,11,1,1,0,0,0,0,0,0
"695",2758768,1,6,12,14,3,0,0,1,0,0,0,0
"696",2769131,12,22,8,7,0,0,0,0,0,0,0,1
"697",2769938,5,11,20,7,3,0,0,1,0,0,0,0
"698",2771540,3,7,18,9,2,0,1,0,0,0,0,0
"699",2772978,5,13,18,7,6,0,0,0,0,0,1,0
"700",2781401,11,16,9,30,0,0,0,0,0,0,0,1
"701",2788733,1,6,9,9,5,0,0,0,0,1,0,0
"702",2789072,11,11,17,4,2,0,1,0,0,0,0,0
"703",2789443,4,6,9,15,0,0,0,0,0,0,0,1
"704",2791252,4,11,12,7,6,0,0,0,0,0,1,0
"705",2794730,1,1,11,6,4,0,0,0,1,0,0,0
"706",2798688,9,9,0,12,1,1,0,0,0,0,0,0
"707",2827627,2,12,17,9,1,1,0,0,0,0,0,0
"708",2828962,15,18,9,7,6,0,0,0,0,0,1,0
"709",2838418,18,18,9,7,0,0,0,0,0,0,0,1
"710",2839693,7,11,13,10,4,0,0,0,1,0,0,0
"711",2844876,7,16,15,16,2,0,1,0,0,0,0,0
"712",2846355,1,7,18,15,2,0,1,0,0,0,0,0
"713",2847811,9,9,17,8,3,0,0,1,0,0,0,0
"714",2849578,1,6,18,30,2,0,1,0,0,0,0,0
"715",2851265,9,22,21,28,0,0,0,0,0,0,0,1
"716",2853557,2,10,16,30,0,0,0,0,0,0,0,1
"717",2860009,2,2,15,20,0,0,0,0,0,0,0,1
"718",2866602,4,4,16,9,3,0,0,1,0,0,0,0
"719",2867768,7,10,11,4,6,0,0,0,0,0,1,0
"720",2871330,1,2,11,9,0,0,0,0,0,0,0,1
"721",2875662,1,4,18,30,6,0,0,0,0,0,1,0
"722",2878926,13,13,13,1,2,0,1,0,0,0,0,0
"723",2884127,1,6,7,2,6,0,0,0,0,0,1,0
"724",2893024,2,2,13,30,1,1,0,0,0,0,0,0
"725",2894593,2,10,14,28,6,0,0,0,0,0,1,0
"726",2897667,9,12,6,6,6,0,0,0,0,0,1,0
"727",2902198,5,10,14,10,6,0,0,0,0,0,1,0
"728",2930371,0,3,17,5,6,0,0,0,0,0,1,0
"729",2932132,22,33,17,7,6,0,0,0,0,0,1,0
"730",2934775,3,6,18,6,3,0,0,1,0,0,0,0
"731",2941039,2,2,8,3,1,1,0,0,0,0,0,0
"732",2943673,6,9,14,1,5,0,0,0,0,1,0,0
"733",2943688,1,1,9,20,1,1,0,0,0,0,0,0
"734",2945884,0,13,10,NA,2,0,1,0,0,0,0,0
"735",2960085,13,14,15,3,3,0,0,1,0,0,0,0
"736",2962720,6,8,11,7,0,0,0,0,0,0,0,1
"737",2974901,1,1,10,9,1,1,0,0,0,0,0,0
"738",2984946,3,5,15,16,0,0,0,0,0,0,0,1
"739",2993225,15,18,11,7,0,0,0,0,0,0,0,1
"740",2997946,10,10,16,13,0,0,0,0,0,0,0,1
"741",2999287,2,3,14,30,4,0,0,0,1,0,0,0
"742",3004342,10,11,10,7,1,1,0,0,0,0,0,0
"743",3005640,10,23,19,3,3,0,0,1,0,0,0,0
"744",3006032,7,8,7,30,4,0,0,0,1,0,0,0
"745",3011357,2,10,0,30,0,0,0,0,0,0,0,1
"746",3012145,0,12,18,NA,0,0,0,0,0,0,0,1
"747",3021733,15,15,16,6,1,1,0,0,0,0,0,0
"748",3024476,3,4,16,14,5,0,0,0,0,1,0,0
"749",3025195,6,9,11,6,6,0,0,0,0,0,1,0
"750",3031422,0,5,13,NA,2,0,1,0,0,0,0,0
"751",3035621,4,10,14,18,3,0,0,1,0,0,0,0
"752",3039505,2,3,9,5,1,1,0,0,0,0,0,0
"753",3043794,11,11,8,11,1,1,0,0,0,0,0,0
"754",3049643,8,9,11,4,3,0,0,1,0,0,0,0
"755",3051394,23,23,12,4,0,0,0,0,0,0,0,1
"756",3066219,0,5,13,NA,0,0,0,0,0,0,0,1
"757",3067635,2,5,17,1,5,0,0,0,0,1,0,0
"758",3071059,14,14,16,4,4,0,0,0,1,0,0,0
"759",3071504,6,6,9,8,3,0,0,1,0,0,0,0
"760",3071987,11,13,17,8,6,0,0,0,0,0,1,0
"761",3073230,8,12,20,14,3,0,0,1,0,0,0,0
"762",3073296,11,14,18,7,0,0,0,0,0,0,0,1
"763",3078941,15,15,17,4,2,0,1,0,0,0,0,0
"764",3081777,11,14,9,13,0,0,0,0,0,0,0,1
"765",3081781,7,7,10,7,1,1,0,0,0,0,0,0
"766",3082158,11,11,8,6,0,0,0,0,0,0,0,1
"767",3083204,0,2,7,8,3,0,0,1,0,0,0,0
"768",3092926,7,10,11,2,2,0,1,0,0,0,0,0
"769",3094263,0,3,11,0,3,0,0,1,0,0,0,0
"770",3094522,14,17,15,9,3,0,0,1,0,0,0,0
"771",3096714,3,4,0,2,3,0,0,1,0,0,0,0
"772",3098960,9,11,16,7,1,1,0,0,0,0,0,0
"773",3103556,10,14,13,11,4,0,0,0,1,0,0,0
"774",3106813,20,24,16,6,0,0,0,0,0,0,0,1
"775",3116413,4,10,11,14,4,0,0,0,1,0,0,0
"776",3116839,3,4,11,4,1,1,0,0,0,0,0,0
"777",3122248,5,6,16,9,4,0,0,0,1,0,0,0
"778",3127562,0,12,14,3,4,0,0,0,1,0,0,0
"779",3134794,9,12,12,7,0,0,0,0,0,0,0,1
"780",3136042,18,19,12,8,2,0,1,0,0,0,0,0
"781",3140206,2,3,14,28,0,0,0,0,0,0,0,1
"782",3141714,13,18,15,4,2,0,1,0,0,0,0,0
"783",3142767,6,11,10,16,2,0,1,0,0,0,0,0
"784",3145061,6,8,11,5,5,0,0,0,0,1,0,0
"785",3151639,3,3,9,7,1,1,0,0,0,0,0,0
"786",3160873,0,1,21,NA,0,0,0,0,0,0,0,1
"787",3167290,0,10,16,NA,1,1,0,0,0,0,0,0
"788",3167955,10,12,17,7,5,0,0,0,0,1,0,0
"789",3180499,2,8,14,13,6,0,0,0,0,0,1,0
"790",3183486,0,6,13,7,2,0,1,0,0,0,0,0
"791",3184308,12,12,19,6,4,0,0,0,1,0,0,0
"792",3187538,3,7,18,24,4,0,0,0,1,0,0,0
"793",3192701,11,11,14,5,2,0,1,0,0,0,0,0
"794",3195441,5,6,13,2,4,0,0,0,1,0,0,0
"795",3195502,6,10,11,13,3,0,0,1,0,0,0,0
"796",3200332,3,4,13,3,4,0,0,0,1,0,0,0
"797",3200902,4,10,9,7,0,0,0,0,0,0,0,1
"798",3203130,1,11,8,2,4,0,0,0,1,0,0,0
"799",3203431,3,3,15,2,4,0,0,0,1,0,0,0
"800",3207767,6,13,11,15,0,0,0,0,0,0,0,1
"801",3209122,11,11,7,8,0,0,0,0,0,0,0,1
"802",3213759,13,20,13,5,5,0,0,0,0,1,0,0
"803",3217195,6,7,21,3,5,0,0,0,0,1,0,0
"804",3218349,16,25,17,15,4,0,0,0,1,0,0,0
"805",3225789,16,24,16,4,6,0,0,0,0,0,1,0
"806",3226495,6,8,15,30,4,0,0,0,1,0,0,0
"807",3238031,10,11,14,2,1,1,0,0,0,0,0,0
"808",3239522,7,8,7,22,5,0,0,0,0,1,0,0
"809",3240481,12,13,10,10,5,0,0,0,0,1,0,0
"810",3244024,6,9,21,7,0,0,0,0,0,0,0,1
"811",3245011,2,2,17,7,0,0,0,0,0,0,0,1
"812",3246399,5,7,8,4,5,0,0,0,0,1,0,0
"813",3252920,0,10,17,NA,1,1,0,0,0,0,0,0
"814",3256128,5,11,19,6,6,0,0,0,0,0,1,0
"815",3257639,0,12,21,6,5,0,0,0,0,1,0,0
"816",3262444,3,4,17,4,0,0,0,0,0,0,0,1
"817",3263522,3,3,14,5,1,1,0,0,0,0,0,0
"818",3265489,4,19,12,30,6,0,0,0,0,0,1,0
"819",3272458,2,28,15,30,6,0,0,0,0,0,1,0
"820",3288671,12,15,8,7,0,0,0,0,0,0,0,1
"821",3291158,11,11,12,17,6,0,0,0,0,0,1,0
"822",3292126,3,3,13,9,1,1,0,0,0,0,0,0
"823",3302988,0,5,13,15,1,1,0,0,0,0,0,0
"824",3311945,11,11,16,5,6,0,0,0,0,0,1,0
"825",3316303,2,5,9,11,0,0,0,0,0,0,0,1
"826",3317232,1,1,17,7,4,0,0,0,1,0,0,0
"827",3317545,2,6,19,1,2,0,1,0,0,0,0,0
"828",3319322,10,18,14,2,0,0,0,0,0,0,0,1
"829",3320477,3,6,20,30,2,0,1,0,0,0,0,0
"830",3336501,0,6,10,NA,2,0,1,0,0,0,0,0
"831",3342280,29,36,16,15,6,0,0,0,0,0,1,0
"832",3345107,5,9,8,6,2,0,1,0,0,0,0,0
"833",3347764,12,31,16,14,5,0,0,0,0,1,0,0
"834",3347963,4,4,12,5,3,0,0,1,0,0,0,0
"835",3348019,7,8,20,22,5,0,0,0,0,1,0,0
"836",3352386,6,8,8,8,1,1,0,0,0,0,0,0
"837",3353838,3,3,12,4,1,1,0,0,0,0,0,0
"838",3356275,13,13,10,7,5,0,0,0,0,1,0,0
"839",3361143,1,11,18,22,6,0,0,0,0,0,1,0
"840",3363055,8,19,11,7,0,0,0,0,0,0,0,1
"841",3365830,1,1,14,7,0,0,0,0,0,0,0,1
"842",3372684,9,17,15,2,0,0,0,0,0,0,0,1
"843",3374818,1,4,13,9,2,0,1,0,0,0,0,0
"844",3379923,12,15,18,5,3,0,0,1,0,0,0,0
"845",3382210,8,17,18,30,4,0,0,0,1,0,0,0
"846",3388214,13,18,18,4,5,0,0,0,0,1,0,0
"847",3402333,8,11,21,8,3,0,0,1,0,0,0,0
"848",3402942,9,11,7,5,0,0,0,0,0,0,0,1
"849",3419746,5,7,15,8,1,1,0,0,0,0,0,0
